"bitter","bittersweet","mild","smoky","rich","sweet","sour","salty","spicy","juicy","fruity","oily","crunchy","dry","wet","creamy","plain","soft","hard","taste"
63,76,26,30,22,69,80,63,56,59,15,33,17,9,15,65,82,25,99,0
30,99,53,79,54,38,6,43,93,2,93,64,94,71,2,68,9,83,54,1
82,44,29,84,52,38,69,42,95,96,30,46,100,65,74,84,71,77,24,0
78,19,8,65,50,96,78,87,34,60,3,72,5,70,51,45,53,18,62,0
66,83,37,77,52,11,64,96,91,48,96,5,96,17,64,3,68,24,27,1
40,99,98,2,19,56,69,23,34,7,46,84,22,28,42,29,45,83,8,0
12,56,10,69,6,7,39,84,4,19,99,28,59,89,62,80,26,81,73,0
86,100,82,68,85,60,12,59,46,18,46,23,45,80,15,8,70,45,45,1
98,63,18,45,27,61,14,46,2,94,40,78,2,99,70,22,10,80,78,1
92,78,87,71,93,89,99,37,68,29,51,26,9,38,55,87,12,62,94,1
1,43,70,24,27,85,12,43,6,20,33,30,89,3,4,98,90,64,63,1
51,27,77,99,97,72,47,36,52,70,87,29,90,1,49,50,56,12,44,1
7,9,70,87,39,25,91,29,20,66,19,93,8,59,65,2,15,36,27,0
13,99,92,53,62,50,94,18,45,29,39,55,94,63,99,78,24,85,88,0
77,21,41,99,3,10,51,62,3,57,58,34,7,77,16,58,69,100,59,0
28,5,51,55,1,18,65,16,35,83,56,64,84,3,100,33,28,60,95,0
27,22,86,39,53,10,69,34,58,27,21,93,76,82,60,72,83,3,97,1
29,81,80,18,30,9,49,41,79,95,57,8,12,76,56,39,40,65,87,1
74,71,94,51,18,89,35,98,50,89,52,96,24,8,13,27,94,28,61,0
62,15,34,58,31,83,11,23,41,37,57,49,64,67,46,18,82,80,8,0
56,86,50,14,37,20,79,3,96,64,32,64,15,52,63,100,92,65,66,1
73,74,84,82,84,28,36,80,48,100,60,16,1,59,66,17,43,34,8,0
88,17,64,67,62,58,6,46,70,89,32,17,7,93,68,55,86,76,89,0
64,36,53,27,77,42,88,28,59,81,19,42,48,53,4,18,11,53,41,0
1,42,66,23,76,55,87,2,65,84,46,46,44,40,6,58,6,60,30,1
55,79,86,36,98,19,35,17,48,8,100,2,61,5,13,89,73,93,48,0
52,94,71,75,41,67,28,34,100,67,98,71,27,17,69,74,70,34,20,0
93,94,30,89,34,30,66,22,95,91,48,39,19,36,99,95,77,2,24,0
42,54,32,70,76,29,51,75,52,89,62,71,77,68,63,46,98,39,72,1
58,53,43,38,34,18,85,80,15,19,68,96,64,70,8,78,26,61,70,0
71,48,4,24,8,73,5,78,46,32,25,73,12,70,68,13,51,59,97,0
75,9,25,12,26,96,26,24,100,63,83,91,33,29,72,55,77,83,57,1
99,36,15,61,56,68,73,92,20,6,61,37,51,84,41,51,50,50,81,0
59,7,73,51,97,22,47,58,79,47,3,52,26,19,88,77,35,61,71,0
30,61,90,89,50,85,79,41,83,60,30,82,46,80,73,7,67,81,62,1
32,50,29,40,50,11,68,82,91,55,77,64,16,21,37,96,56,77,8,0
25,31,89,67,96,89,94,24,63,89,23,95,96,58,11,20,14,63,3,1
9,58,99,85,56,75,100,40,87,20,92,12,93,59,24,80,15,64,70,0
42,13,45,52,21,16,53,72,61,51,100,70,73,94,87,33,7,74,96,0
23,73,2,68,74,44,35,51,73,37,48,6,17,84,21,45,56,92,14,0
80,50,48,78,34,89,58,76,95,48,47,25,37,83,71,92,26,20,96,1
60,76,66,3,56,95,20,51,95,18,20,82,67,46,82,41,13,59,96,0
96,67,6,74,5,10,41,58,9,1,30,1,30,49,87,39,92,36,24,0
46,21,11,55,30,48,24,85,25,23,32,46,99,96,35,97,100,59,90,1
92,64,90,57,85,53,73,94,82,60,64,3,22,46,15,16,75,6,71,1
48,52,87,22,83,9,73,90,47,9,69,51,65,50,70,59,76,65,26,1
27,3,4,17,89,16,51,12,77,4,12,25,98,81,43,41,68,83,16,1
84,18,15,43,62,47,46,26,14,61,14,86,52,42,58,82,56,83,75,1
89,21,46,62,3,73,76,32,61,14,78,7,66,22,71,84,16,65,9,0
9,91,47,99,96,20,85,87,81,64,36,49,75,20,58,54,95,30,8,1
26,82,12,36,58,33,85,20,58,81,90,4,10,59,68,55,87,87,53,0
40,6,55,79,12,65,57,42,89,92,22,46,23,7,32,17,93,62,62,0
37,62,83,9,30,14,82,66,88,45,41,42,24,59,19,76,36,74,3,1
26,47,87,12,58,78,68,51,42,31,68,29,78,28,34,92,98,28,71,0
44,79,99,86,64,6,46,52,88,50,61,16,15,99,82,29,77,76,10,1
65,20,20,90,91,2,73,23,93,24,5,53,100,92,6,39,39,26,59,1
43,5,38,81,75,38,100,99,29,54,59,18,87,11,33,8,95,47,69,1
89,97,10,92,90,28,67,43,32,31,42,23,63,32,17,65,7,21,68,0
81,16,38,71,97,8,76,8,39,22,47,76,14,36,2,91,84,70,62,0
27,46,22,29,56,14,97,85,18,9,19,14,99,80,16,62,99,53,85,0
79,16,90,17,23,67,16,86,45,54,27,39,93,74,60,89,29,31,4,0
8,93,40,28,4,3,81,76,86,5,77,95,72,35,86,39,15,35,68,1
67,77,68,57,65,28,12,87,30,76,48,66,86,32,49,33,91,99,68,0
29,2,69,81,26,93,3,72,16,70,24,29,18,60,63,87,43,49,55,1
21,5,92,88,95,75,84,54,86,74,69,7,26,9,4,80,27,65,66,1
32,67,83,35,42,10,9,60,55,94,90,44,77,80,45,20,87,71,95,1
100,69,6,19,21,10,25,74,67,38,76,17,75,4,75,7,86,6,49,0
32,78,36,22,93,54,17,50,20,28,67,22,52,23,25,69,76,84,12,1
40,48,95,73,53,92,68,44,74,56,86,69,12,5,30,58,43,84,5,1
7,47,55,8,76,45,64,38,59,100,5,23,34,97,60,98,10,90,7,0
75,63,16,77,52,20,88,36,7,87,44,97,34,7,61,67,96,90,40,0
36,15,96,73,45,47,99,32,100,47,20,11,57,5,32,80,53,90,10,1
90,54,72,87,79,34,79,23,26,33,44,16,85,94,19,57,30,23,9,0
98,17,5,99,76,35,94,98,70,83,96,95,8,47,95,87,60,82,55,1
77,21,94,92,70,78,68,86,39,47,34,32,90,87,93,71,56,78,74,0
64,90,36,85,36,31,72,35,11,46,90,39,57,83,4,94,31,77,62,1
95,11,15,16,79,42,1,38,27,15,99,5,80,30,15,59,19,78,96,0
43,52,49,5,53,14,50,57,69,58,19,31,50,17,67,45,77,70,7,1
40,46,30,10,73,6,90,47,61,89,92,74,45,80,28,13,7,92,6,1
8,32,81,44,27,38,16,14,1,7,27,31,48,40,11,93,19,59,84,0
44,58,84,76,42,90,82,69,98,89,75,86,100,72,27,85,24,77,51,0
49,91,31,68,30,19,98,1,97,35,10,8,71,17,94,71,62,14,70,0
81,60,56,58,78,37,31,86,54,55,64,82,81,68,30,7,51,65,93,0
39,63,1,98,51,28,41,28,53,46,72,57,16,81,89,71,15,33,93,0
29,10,71,93,42,24,58,9,87,28,13,61,72,52,4,69,67,72,91,0
87,10,38,86,41,43,94,17,77,23,9,19,55,87,17,45,89,8,75,0
19,51,67,97,79,89,29,64,92,38,25,35,30,73,29,97,23,46,87,1
31,53,80,36,46,47,95,56,91,51,89,99,59,16,34,46,42,66,98,0
30,38,70,62,96,61,58,19,76,80,63,38,76,47,80,23,20,29,70,1
64,94,80,90,45,44,54,88,94,95,41,11,70,61,25,46,11,37,15,0
21,22,35,64,93,6,95,50,54,46,17,2,99,40,85,92,49,56,78,1
47,42,12,37,32,9,33,1,55,34,72,97,91,63,11,79,55,26,75,1
37,89,17,22,5,47,41,34,67,27,31,69,13,78,40,40,10,7,91,1
81,27,48,36,25,3,46,74,6,3,51,48,17,80,57,46,71,48,22,1
15,54,5,33,20,97,75,93,73,49,16,72,90,2,7,56,10,13,62,0
19,69,55,55,47,57,78,96,20,11,57,50,2,77,6,9,81,63,26,1
40,10,67,6,6,7,41,83,75,83,74,33,20,35,98,1,19,34,25,1
26,45,54,69,37,15,76,98,95,28,77,37,51,73,45,31,70,82,47,0
63,67,13,51,48,14,35,6,74,7,98,65,65,21,16,70,20,98,60,1
79,97,68,53,8,80,29,22,21,19,87,8,69,56,59,2,92,15,60,0
31,88,14,17,99,100,68,84,93,84,88,34,53,5,76,89,67,73,96,0
86,22,77,68,13,90,53,48,25,16,79,79,76,62,53,7,99,18,91,0
82,68,71,36,71,6,59,90,42,65,69,81,38,54,78,72,84,42,17,1
49,61,60,96,55,79,40,41,66,94,20,64,17,95,19,17,49,95,13,1
47,21,24,12,27,81,93,11,62,43,54,83,47,47,84,12,45,74,46,0
45,3,38,29,75,1,91,65,27,14,35,19,4,52,63,22,22,70,9,0
39,18,43,34,66,6,24,41,71,50,50,44,52,52,91,51,22,29,85,1
66,38,3,100,46,33,83,40,70,98,78,36,39,50,71,13,17,35,83,0
48,61,2,57,44,59,42,89,55,82,19,92,15,47,98,4,93,57,55,1
59,25,19,6,65,97,72,87,21,68,57,9,79,13,48,16,26,38,22,0
49,97,55,56,32,37,93,91,96,36,84,72,68,61,28,48,80,93,16,0
3,55,55,86,59,96,16,6,26,97,50,5,73,84,7,25,82,19,44,0
90,71,97,100,24,56,74,93,28,94,58,37,27,80,25,42,43,3,9,1
20,4,86,29,9,23,38,12,67,84,9,43,4,49,23,57,52,68,61,0
76,25,42,30,89,6,94,97,16,70,31,10,39,62,49,70,80,79,71,0
38,1,76,45,73,28,57,52,79,33,8,82,26,59,75,10,17,5,57,0
41,45,20,40,31,66,49,91,5,50,58,54,67,18,3,70,65,48,63,1
18,90,86,54,15,21,73,71,2,15,85,48,88,55,45,48,91,62,60,1
78,71,77,51,99,34,57,50,73,80,7,95,14,70,30,94,6,87,36,0
58,60,5,99,83,100,87,60,74,32,96,71,98,81,16,99,68,13,36,0
48,4,59,21,32,93,84,79,95,56,92,1,19,47,52,69,53,73,49,0
78,55,78,41,6,74,77,9,81,47,51,71,24,93,32,46,57,87,55,0
57,60,95,25,84,57,78,83,61,3,18,20,93,11,89,24,38,54,50,1
44,54,26,95,23,29,69,90,16,97,95,34,14,71,100,86,55,85,45,0
78,57,51,80,38,4,95,49,63,9,54,19,85,19,95,96,28,12,96,0
56,15,16,95,68,48,29,84,11,33,29,67,48,25,31,71,94,65,21,1
65,5,72,2,81,58,32,38,41,63,68,89,57,22,63,7,46,12,24,1
97,50,49,85,33,75,34,41,39,41,100,8,62,68,29,97,97,48,21,0
13,57,18,40,5,3,13,91,91,92,17,66,78,91,25,86,2,19,57,1
31,2,38,47,83,40,89,11,7,19,25,77,80,55,23,62,18,24,12,1
100,98,15,13,88,10,46,8,62,77,72,28,37,77,55,22,46,64,29,0
78,10,32,17,40,12,67,100,64,69,52,44,5,27,31,91,19,52,41,0
84,51,98,79,69,2,20,47,58,34,37,9,17,28,98,54,90,31,4,0
39,48,66,68,24,66,17,59,65,8,96,16,75,63,98,91,67,46,64,0
63,97,7,94,20,100,63,88,93,80,39,56,64,7,66,42,37,54,91,1
65,87,77,18,79,66,30,18,17,24,6,56,62,34,84,25,12,23,62,1
18,86,21,80,59,37,54,18,82,28,27,77,55,4,88,34,9,26,42,1
61,75,70,76,95,27,68,68,83,57,74,23,29,61,22,49,36,21,69,1
79,56,3,82,59,40,23,47,96,64,13,78,71,57,44,78,60,53,20,0
75,61,80,76,44,42,79,2,98,51,72,59,82,85,62,35,97,78,36,1
72,91,41,90,28,48,52,94,45,40,51,5,18,96,49,77,60,79,35,0
59,35,7,77,87,62,16,21,54,6,25,85,53,44,93,77,66,30,16,0
16,53,80,91,66,40,99,85,22,60,84,1,64,53,37,72,30,75,75,0
85,58,90,30,6,92,53,14,66,65,76,26,57,93,74,50,47,70,14,0
72,8,37,20,13,26,80,51,6,51,70,62,70,32,31,36,81,92,38,1
51,27,7,24,83,75,32,50,16,84,24,5,90,44,30,33,7,12,78,1
91,88,78,35,17,68,43,55,82,10,40,33,12,42,23,17,29,69,15,0
22,57,68,1,14,48,50,51,51,10,19,57,83,39,100,42,81,7,83,0
81,53,32,78,39,1,8,94,87,94,20,92,33,54,23,10,76,63,55,0
22,19,91,59,68,29,23,54,1,45,58,38,2,90,43,27,90,88,77,0
99,89,67,64,46,35,61,4,91,19,69,24,75,28,41,48,12,7,26,0
24,35,18,66,89,92,1,47,23,6,55,77,46,90,19,41,13,66,54,0
9,51,84,19,94,21,96,67,75,96,57,74,17,17,81,24,54,33,79,1
10,84,81,66,8,39,27,5,7,61,20,7,100,36,82,19,89,28,29,1
32,26,21,35,10,47,3,10,1,8,92,38,52,26,22,83,41,67,57,1
83,54,75,7,89,72,99,10,81,50,31,68,79,24,87,84,52,5,67,0
93,68,41,2,25,55,41,25,68,63,89,47,66,94,100,7,10,35,19,0
74,59,24,88,85,77,11,17,95,95,42,66,70,85,10,44,82,16,56,0
2,30,12,86,45,81,56,35,98,91,81,40,49,74,72,33,76,9,61,1
8,100,22,94,72,94,21,8,23,50,57,41,34,29,34,4,53,77,20,1
36,62,34,89,56,78,13,87,100,71,54,69,97,81,95,3,92,45,57,0
50,83,68,52,46,30,76,76,57,94,7,49,84,82,42,8,38,31,95,1
63,65,9,2,96,6,42,97,77,84,52,10,28,42,71,95,15,63,87,1
88,68,67,22,18,43,49,23,66,22,22,40,91,43,64,53,10,81,15,1
25,29,49,35,61,13,42,49,3,39,21,40,66,38,25,43,48,78,98,1
39,36,60,3,90,25,13,60,21,8,61,87,99,40,100,85,6,34,88,0
37,26,28,10,8,81,33,16,87,48,30,66,88,93,67,46,69,82,85,0
65,42,22,24,92,38,96,82,87,20,70,74,31,64,49,71,84,3,41,1
26,29,3,29,69,29,17,88,1,56,59,58,69,57,89,15,28,86,23,0
29,96,73,81,19,38,11,95,64,81,2,72,95,75,71,18,23,29,97,1
57,29,34,53,99,34,70,50,90,73,71,81,16,77,83,14,5,100,35,0
24,30,61,36,36,85,64,73,75,96,97,15,23,17,72,97,36,32,31,1
34,76,50,2,47,8,99,1,37,43,7,2,67,73,77,96,48,68,83,1
40,16,45,44,9,6,86,67,70,74,39,47,9,90,74,20,96,65,11,0
79,35,63,18,75,38,15,56,15,78,53,61,50,47,6,3,83,96,54,1
42,56,21,40,40,20,63,99,89,45,9,68,79,39,71,78,72,51,39,1
68,39,34,27,88,63,15,29,16,85,29,49,92,52,4,62,1,9,15,0
36,42,44,28,51,61,76,68,71,70,27,69,6,28,42,22,27,12,96,0
59,86,53,30,64,36,92,64,90,52,70,50,81,57,21,3,71,26,65,0
59,49,35,15,4,6,7,88,68,94,30,23,75,95,8,87,48,57,83,1
2,69,8,66,5,26,59,54,63,14,5,70,72,7,26,35,99,44,62,1
58,78,2,78,58,47,5,65,51,42,1,12,40,95,74,26,30,78,66,1
54,14,21,8,97,17,5,29,29,56,43,91,79,31,36,80,31,100,23,0
63,86,83,97,40,91,59,25,20,62,39,58,69,97,79,13,94,15,43,1
87,98,67,99,13,39,58,11,84,41,99,11,80,40,6,88,19,51,3,0
45,81,59,89,47,38,26,88,94,76,78,23,37,47,62,33,79,99,1,0
98,9,24,42,67,94,14,47,27,21,58,37,94,68,4,74,4,31,81,0
42,81,60,4,62,23,88,10,44,65,51,43,3,69,43,50,76,63,42,0
70,39,43,9,43,98,19,68,89,75,34,26,18,83,15,24,86,68,78,1
43,88,44,32,5,41,63,52,85,60,54,95,49,47,58,85,45,62,35,1
19,30,27,98,99,43,18,84,33,5,54,24,5,90,86,93,38,43,18,0
79,65,7,10,49,93,20,42,36,77,89,39,66,51,37,27,63,11,91,1
34,83,79,54,26,44,89,16,5,34,92,12,30,93,58,86,35,4,41,1
59,3,6,37,36,75,16,51,39,68,93,68,90,85,80,4,30,84,2,1
22,99,77,56,84,73,85,30,76,18,48,59,57,86,15,66,40,78,13,1
26,16,11,95,79,55,61,16,36,95,32,28,74,84,44,8,12,25,76,1
41,93,36,58,69,100,29,12,51,53,18,44,94,47,49,67,99,92,11,1
8,24,69,58,42,99,95,98,13,35,97,41,38,5,34,29,68,25,87,0
78,5,97,33,99,40,93,42,67,53,81,65,80,3,5,40,7,15,98,1
46,1,75,34,66,50,67,53,67,11,83,52,51,46,71,47,88,10,37,0
89,21,81,11,46,80,87,31,55,30,98,92,12,3,30,48,4,91,13,0
62,38,26,29,40,70,57,21,45,98,84,38,63,12,27,23,47,99,52,1
64,56,41,30,41,21,37,90,53,84,21,66,20,1,87,16,21,67,89,1
2,41,61,75,28,31,19,62,14,29,86,10,15,7,90,12,2,47,87,1
51,27,22,63,6,56,20,54,23,26,20,34,33,19,3,54,76,88,44,0
5,10,52,1,18,99,79,97,94,29,16,57,87,20,66,85,38,47,85,1
89,35,92,36,64,34,1,91,98,2,92,94,46,78,13,19,42,65,64,0
52,89,81,11,7,7,35,2,33,79,85,63,20,17,15,40,4,78,95,0
76,57,64,16,13,32,90,99,22,80,3,42,36,30,70,29,6,51,87,0
41,1,88,51,48,50,84,87,72,46,3,83,56,60,80,21,86,57,25,0
23,76,97,74,39,24,56,14,37,59,98,74,64,14,19,11,87,51,93,1
55,77,27,94,8,46,75,75,20,75,96,40,49,92,51,4,79,17,96,1
5,82,12,57,80,83,34,51,51,92,88,7,14,61,10,17,10,78,100,0
93,72,89,77,99,77,35,30,13,60,1,74,78,44,10,3,77,91,44,1
90,99,38,10,84,19,57,98,85,29,88,78,8,70,11,50,49,5,41,1
41,82,65,78,73,9,89,92,49,71,31,72,46,63,98,57,21,55,58,0
77,11,19,73,61,21,91,40,97,61,21,64,49,78,33,78,77,60,85,0
94,17,100,76,35,41,70,62,68,5,99,19,39,5,49,92,40,34,96,0
89,17,69,77,66,33,64,49,91,34,82,94,67,28,20,83,10,64,48,1
48,22,81,48,2,30,98,21,43,92,93,84,68,73,57,34,58,12,62,0
73,31,89,55,79,53,83,42,51,91,35,10,60,40,76,3,58,49,25,0
56,46,62,99,32,38,11,34,42,41,18,94,85,47,61,20,92,26,87,1
90,85,12,1,54,65,60,84,79,98,72,86,63,1,20,23,15,38,44,0
15,63,46,50,39,4,70,54,98,38,99,82,46,57,68,9,84,77,77,0
69,5,5,77,84,71,18,75,94,47,8,20,63,64,80,43,5,96,35,1
56,80,55,87,43,16,86,60,16,13,45,63,86,40,81,83,60,78,29,0
16,39,35,57,32,86,84,29,69,58,75,58,62,17,7,71,53,25,55,1
13,12,14,38,45,73,44,45,16,85,30,59,13,2,75,39,54,13,5,1
12,97,46,6,83,40,41,3,38,98,67,13,67,7,31,90,51,24,93,0
93,44,100,79,11,62,33,75,81,49,76,81,38,45,88,44,97,57,39,0
59,64,99,77,66,81,94,17,44,79,85,29,74,100,68,15,18,68,21,0
21,28,36,87,71,67,11,38,20,47,14,97,58,98,67,85,42,35,34,0
52,73,25,2,52,89,100,90,9,67,5,9,91,74,79,44,77,53,62,0
51,34,9,90,99,43,71,88,75,86,72,29,20,12,74,97,90,71,46,0
51,76,34,84,51,35,5,18,34,48,85,28,10,64,77,42,65,24,27,0
86,100,43,12,23,62,65,60,14,63,79,73,37,96,48,78,13,74,35,0
95,27,32,88,97,55,98,100,8,91,40,30,67,63,35,23,50,24,61,0
42,51,12,60,89,62,70,37,2,31,83,27,28,21,71,97,55,30,2,1
49,91,82,79,74,9,3,27,12,21,2,19,57,27,41,7,15,84,51,1
6,26,42,27,87,49,10,71,47,75,93,8,24,100,36,48,85,62,9,0
11,58,86,16,75,44,82,20,98,9,7,17,45,56,26,69,3,92,33,0
61,84,100,1,35,72,80,71,70,75,17,17,11,83,65,41,2,39,22,1
8,81,96,40,77,99,36,47,91,63,40,86,45,83,28,21,71,76,62,0
22,73,54,58,20,9,93,1,100,90,95,25,73,30,47,66,94,89,60,1
79,9,36,69,15,98,35,47,8,98,18,45,59,19,17,13,5,27,33,1
37,39,37,33,61,12,91,10,84,99,15,54,90,32,7,12,17,87,94,1
39,70,88,14,22,31,53,12,83,43,65,82,39,79,50,79,41,10,92,0
74,58,78,5,37,33,34,99,86,46,90,24,20,13,98,79,84,100,51,1
39,92,16,35,66,55,59,24,42,47,44,51,54,67,36,78,100,46,45,0
62,1,7,61,32,28,71,40,84,22,73,17,62,31,87,56,83,27,2,0
15,46,63,99,16,7,13,61,25,33,3,75,80,32,3,31,37,65,72,0
12,30,3,45,33,72,26,3,76,58,72,78,12,26,57,95,39,54,11,1
17,43,34,20,43,31,92,46,21,42,17,70,72,63,4,70,46,95,97,1
28,90,62,80,77,25,64,27,2,14,57,15,92,12,73,29,81,86,30,0
77,29,37,18,91,77,4,20,76,50,3,35,13,54,68,60,69,21,90,0
78,40,66,97,7,22,50,66,71,32,89,27,26,46,83,64,5,21,64,0
83,98,4,78,14,15,90,100,6,10,92,24,29,100,23,97,63,23,35,0
58,58,69,45,35,73,11,93,80,66,29,67,66,15,62,21,25,31,79,0
63,72,95,45,44,18,72,61,22,71,32,39,72,19,7,59,56,86,46,0
56,22,46,54,34,68,95,38,95,40,68,40,10,30,99,58,89,89,93,1
75,48,23,68,68,55,87,1,48,67,40,89,56,2,56,99,67,4,83,0
20,61,85,1,80,10,51,62,100,44,10,25,12,18,88,21,29,72,82,0
45,28,88,51,87,95,55,42,72,61,96,35,27,93,62,54,84,25,8,0
81,75,24,88,21,86,59,55,73,46,66,91,94,49,57,37,10,17,11,0
56,35,23,51,83,90,64,71,29,49,46,64,20,87,48,69,19,31,50,1
77,19,30,32,69,64,54,14,10,39,97,91,8,74,81,21,100,91,12,0
69,76,10,95,25,96,19,82,16,16,74,69,48,39,68,37,57,91,53,0
10,19,32,22,34,18,42,85,39,25,7,85,46,34,28,69,27,21,96,1
39,96,94,84,53,31,52,100,49,11,64,91,71,91,53,72,96,84,53,1
33,24,94,49,23,1,92,85,56,75,87,31,89,33,31,68,77,5,88,0
49,93,33,25,38,20,75,95,12,14,8,48,45,8,97,76,29,21,2,0
53,36,31,66,76,21,6,47,58,15,48,69,76,57,19,82,28,59,46,0
87,39,83,73,31,97,66,72,62,57,89,95,32,61,96,61,93,32,91,0
9,57,48,47,88,53,100,93,65,17,68,74,40,39,30,6,41,83,50,0
32,24,5,81,96,55,23,45,58,47,11,87,31,44,34,67,78,89,67,0
4,40,1,73,61,16,74,16,25,24,97,61,77,80,99,12,55,26,90,1
94,99,55,35,6,43,31,56,30,33,53,56,92,60,47,1,23,16,95,1
19,55,19,26,80,60,7,75,50,84,28,92,61,50,87,56,37,23,86,0
10,41,93,70,24,89,44,6,24,88,97,9,56,53,40,29,38,63,15,1
25,86,98,11,53,48,100,59,29,13,88,87,98,99,41,86,99,26,40,1
12,94,76,17,77,64,46,53,45,33,36,63,83,55,65,13,86,21,42,0
95,1,88,72,29,84,48,62,17,2,22,37,52,42,1,1,20,27,10,1
50,5,68,43,77,82,54,96,79,93,3,90,74,18,27,94,34,80,86,0
83,67,71,42,66,20,100,91,74,79,85,23,77,34,23,77,92,21,93,0
22,54,94,80,18,60,24,66,80,82,66,48,76,21,80,90,35,61,71,1
37,62,21,77,67,61,53,94,42,26,95,93,72,88,87,43,48,34,22,1
33,97,92,90,38,62,92,28,23,20,25,73,13,72,23,58,18,3,80,0
23,53,32,72,51,14,71,35,94,14,65,60,71,8,25,52,53,42,27,0
100,67,44,51,63,92,1,40,97,53,85,12,57,100,45,88,1,49,95,0
68,19,77,50,33,51,3,1,64,1,52,54,33,9,18,41,35,25,99,0
47,19,71,86,47,82,24,89,8,99,36,22,9,83,70,27,48,52,46,1
32,76,4,12,38,19,24,16,89,64,77,52,97,3,2,50,79,50,5,0
10,47,86,75,100,16,76,5,79,20,53,86,5,3,35,15,17,30,88,1
83,9,78,60,95,37,23,64,53,23,68,58,100,84,30,98,44,63,100,0
69,96,55,16,49,12,51,87,42,34,38,71,19,30,79,39,94,14,70,1
39,57,74,62,33,48,100,36,68,95,87,67,97,86,33,36,73,42,88,1
36,61,84,12,94,78,36,86,66,46,75,53,37,32,18,92,12,23,71,1
65,27,47,48,26,21,14,35,51,88,55,99,79,23,69,91,58,18,81,1
20,1,44,8,65,7,13,66,19,71,53,62,44,24,35,95,89,37,45,0
10,26,99,65,65,94,6,25,59,37,42,35,88,50,62,85,1,63,66,0
17,65,39,34,33,67,71,54,54,52,93,59,42,23,81,58,37,21,79,0
16,33,77,12,11,57,38,46,2,67,78,88,47,56,96,65,10,22,47,1
9,48,15,23,80,79,93,57,13,6,100,35,59,79,98,85,81,60,32,1
13,43,98,73,49,75,82,62,52,32,85,7,28,8,100,93,59,87,29,0
65,34,49,75,88,59,78,85,36,33,65,32,75,24,75,65,86,49,19,1
24,60,2,12,57,34,4,27,40,12,40,60,1,25,11,57,26,76,11,1
14,2,21,14,41,49,49,87,32,2,97,13,40,65,20,36,21,13,75,1
84,45,46,6,62,87,21,63,5,12,93,20,26,76,95,86,24,23,15,0
41,92,45,93,63,1,39,71,50,9,19,68,3,29,83,76,40,79,2,0
24,19,10,95,96,58,6,93,70,29,35,73,77,8,33,12,22,89,25,0
23,100,65,76,83,96,25,83,13,69,92,19,67,98,3,69,32,11,97,0
84,91,24,24,52,12,6,28,11,49,80,74,82,97,59,83,89,71,95,0
44,85,100,92,45,49,24,46,13,46,76,27,6,2,16,48,81,6,27,1
26,86,65,7,19,57,64,53,49,9,72,29,80,98,73,15,6,96,68,1
27,17,85,47,82,77,40,41,84,20,94,68,68,64,99,10,54,97,30,1
51,37,59,2,9,64,23,23,56,10,86,77,12,20,8,70,48,44,39,0
43,99,92,28,86,74,58,35,42,12,71,52,16,47,57,7,87,89,97,0
12,30,17,11,86,32,20,57,43,41,100,7,81,97,23,12,39,19,26,0
84,69,20,41,95,4,89,87,59,83,48,33,83,43,48,83,10,94,44,1
40,69,47,26,52,66,45,11,40,48,89,60,91,25,27,58,84,95,90,1
38,39,56,97,39,38,80,5,81,83,9,44,34,54,26,73,6,66,85,0
34,56,39,26,99,77,46,90,25,89,18,12,76,30,23,69,52,3,88,0
33,79,63,13,80,91,23,82,92,36,82,59,82,41,89,51,26,23,58,0
56,22,2,77,69,94,62,45,56,73,22,89,72,69,34,58,63,92,66,0
64,48,16,32,12,58,80,95,88,62,46,72,39,80,18,79,63,10,9,1
63,88,10,63,23,33,3,35,13,30,57,96,46,22,30,73,32,94,91,1
70,76,95,47,94,56,8,82,5,36,55,55,50,24,65,77,12,53,2,0
52,41,21,36,62,2,70,67,32,68,42,70,30,60,27,40,68,60,77,1
36,8,31,66,13,48,19,76,87,33,97,68,47,87,35,9,5,57,64,1
18,61,59,82,11,1,54,8,59,62,33,31,13,42,79,40,97,10,26,1
37,63,12,14,2,61,23,66,30,35,79,27,51,84,98,48,32,15,51,0
29,16,49,47,92,88,34,54,78,54,85,71,28,99,13,99,50,35,89,1
49,8,42,92,58,52,51,90,3,16,82,31,28,46,74,89,34,8,3,0
16,85,60,60,64,15,41,91,14,10,4,21,22,13,72,59,15,99,77,1
82,84,91,43,61,23,86,84,55,21,30,86,3,54,12,9,89,79,63,0
39,89,65,5,92,53,4,36,73,73,77,63,58,46,91,41,39,30,5,0
21,9,99,25,95,13,36,87,56,99,84,11,72,36,75,8,38,74,82,0
8,52,1,91,99,63,37,17,85,7,22,43,44,78,11,58,8,19,62,0
70,38,76,6,24,17,34,36,98,58,30,38,81,71,33,78,18,7,80,1
12,97,42,9,47,3,50,70,96,54,48,92,18,9,41,43,90,3,64,1
42,60,90,52,91,51,20,90,11,27,98,88,83,86,76,81,33,48,52,0
94,64,93,29,47,30,41,74,81,3,99,49,29,94,98,80,50,92,45,1
11,34,6,80,33,3,3,43,83,66,81,17,98,67,12,10,40,5,31,1
73,95,10,44,100,89,43,14,87,14,4,66,15,19,36,58,16,23,21,0
7,26,17,4,77,90,55,67,67,97,5,42,40,40,5,87,93,67,100,0
48,36,82,76,30,38,68,16,50,71,27,36,89,80,48,82,86,10,74,0
86,63,56,23,16,14,89,37,21,63,99,53,53,13,44,10,47,74,25,1
91,48,77,57,58,2,50,38,80,55,35,74,16,19,99,56,87,31,57,1
